#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B2F9A0
#Date Time: 2024-09-04 01:48:52.684
#Sample rate: 373134Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 220 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 75 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 136.8137 Hz
#Period: 7.309209531 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#
Time (s),Channel 1 (V),Channel 2 (V)
-0.01097638666666667,0.009866268448793285,-0.2450663920097888
-0.01097370666666667,0.007497883407046063,-0.2454026664452667
-0.01097102666666667,0.00411447620455157,-0.2467477641871779
-0.01096834666666667,0.004452816924797787,-0.2464114897517009
-0.01096566666666667,0.0003927282818043956,-0.2470840386226565
-0.01096298666666667,-0.001637316039693224,-0.2487654108000462
-0.01096030666666667,-0.004344041801690049,-0.2487654108000462
-0.01095762666666667,-0.005697404682688462,-0.2484291363645683
-0.01095494666666667,-0.009419152605432404,-0.2497742341064795
-0.01095226666666667,-0.01144919692693172,-0.250783057412914
-0.01094958666666667,-0.01246421908768053,-0.2504467829774359
-0.01094690666666667,-0.01483260412942775,-0.250783057412914
-0.01094422666666667,-0.01686264845092537,-0.2514556062838699
-0.01094154666666667,-0.0202460556534214,-0.2531369784612596
-0.01093886666666667,-0.02329112213566829,-0.2534732528967373
-0.01093618666666667,-0.02430614429641664,-0.2528007040257817
-0.01093350666666667,-0.02735121077866307,-0.2548183506386493
-0.01093082666666667,-0.02870457365966148,-0.2548183506386493
-0.01092814666666667,-0.03039627726090949,-0.2551546250741273
-0.01092546666666667,-0.03344134374315454,-0.2558271739450829
-0.01092278666666667,-0.03513304734440578,-0.2561634483805615
-0.01092010666666667,-0.03919313598739918,-0.2568359972515171
-0.01091742666666667,-0.0412231803088968,-0.2578448205579509
-0.01091474666666667,-0.04325322463039442,-0.2585173694289068
-0.01091206666666667,-0.04528326895189204,-0.2585173694289068
-0.01090938666666667,-0.04697497255313928,-0.2588536438643846
-0.01090670666666667,-0.04832833543413985,-0.2591899182998632
-0.01090402666666667,-0.05137340191638489,-0.2601987416062966
-0.01090134666666667,-0.05408012767838172,-0.2605350160417745
-0.01089866666666667,-0.05611017199987934,-0.2612075649127304
-0.01089598666666667,-0.06017026064287458,-0.2622163882191643
-0.01089330666666667,-0.06118528280362461,-0.2622163882191646
-0.01089062666666667,-0.06389200856562022,-0.2628889370901202
-0.01088794666666667,-0.06524537144661863,-0.2635614859610761
-0.01088526666666667,-0.06829043792886505,-0.2635614859610761
-0.01088258666666667,-0.06998214153011306,-0.264234034832032
-0.01087990666666667,-0.07235052657185921,-0.2649065837029876
-0.01087722666666667,-0.0753955930541078,-0.2655791325739442
-0.01087454666666667,-0.07776397809585395,-0.2662516814448997
-0.01087186666666667,-0.07979402241735156,-0.2665879558803776
-0.01086918666666667,-0.08216240745909878,-0.2669242303158557
-0.01086650666666667,-0.08351577034009719,-0.2672605047513336
-0.01086382666666667,-0.08588415538184334,-0.2675967791868114
-0.01086114666666667,-0.08892922186409193,-0.2692781513642015
-0.01085846666666667,-0.09129760690583807,-0.2696144257996792
-0.01085578666666667,-0.0946810141083341,-0.2696144257996792
-0.01085310666666667,-0.09671105842983171,-0.2706232491061131
-0.01085042666666667,-0.09840276203107974,-0.2702869746706351
-0.01084774666666667,-0.09975612491207754,-0.2716320724125463
-0.01084506666666667,-0.102462850674075,-0.271295797977069
-0.01084238666666667,-0.1044928949955726,-0.271968346848025
-0.01083970666666667,-0.1071996207575694,-0.2726408957189808
-0.01083702666666667,-0.1099063465195662,-0.2733134445899367
-0.01083434666666667,-0.1119363908410629,-0.2736497190254145
-0.01083166666666667,-0.1146431166030615,-0.2749948167673265
-0.01082898666666667,-0.1163348202043087,-0.2749948167673265
-0.01082630666666667,-0.1183648645258063,-0.2746585423318485
-0.01082362666666667,-0.1214099310080528,-0.2749948167673265
-0.01082094666666667,-0.1231016346093008,-0.2763399145092382
-0.01081826666666667,-0.1244549974902986,-0.2763399145092382
-0.01081558666666667,-0.1278384046927961,-0.2776850122511501
-0.01081290666666667,-0.1298684490142928,-0.2776850122511501
-0.01081022666666667,-0.1339285376572881,-0.278693835557584
-0.01080754666666667,-0.1342668783775377,-0.278357561122106
-0.01080486666666667,-0.1362969226990353,-0.278693835557584
-0.01080218666666667,-0.1393419891812803,-0.2800389332994951
-0.01079950666666667,-0.1420487149432792,-0.2800389332994957
-0.01079682666666667,-0.143402077824277,-0.2800389332994957
-0.01079414666666667,-0.1464471443065234,-0.2813840310414075
-0.01079146666666667,-0.1494922107887698,-0.2820565799123634
-0.01078878666666667,-0.1511839143900178,-0.2817203054768855
-0.01078610666666667,-0.1518605958305183,-0.2823928543478414
-0.01078342666666667,-0.1545673215925139,-0.2823928543478414
-0.01078074666666667,-0.1579507287950099,-0.2837379520897532
-0.01077806666666667,-0.1596424323962579,-0.2840742265252312
-0.01077538666666667,-0.1620108174380051,-0.2847467753961871
-0.01077270666666667,-0.1647175432000007,-0.2854193242671427
-0.01077002666666667,-0.1667475875214999,-0.2857555987026206
-0.01076734666666667,-0.1674242689619988,-0.285083049831665
-0.01076466666666667,-0.1704693354442452,-0.2860918731380989
-0.01076198666666667,-0.1735144019264916,-0.2867644220090548
-0.01075930666666667,-0.1758827869682389,-0.2867644220090548
-0.01075662666666667,-0.1779128312897356,-0.2877732453154882
-0.01075394666666667,-0.1806195570517342,-0.2881095197509669
-0.01075126666666667,-0.1826496013732309,-0.2887820686219225
-0.01074858666666667,-0.1853563271352278,-0.2891183430574005
-0.01074590666666667,-0.1867096900162262,-0.2887820686219225
-0.01074322666666667,-0.1900930972187222,-0.2904634407993123
-0.01074054666666667,-0.1911081193794705,-0.29079971523479
-0.01073786666666667,-0.1934765044212182,-0.2907997152347902
-0.01073518666666667,-0.1961832301832151,-0.2914722641057461
-0.01073250666666667,-0.1992282966654615,-0.292144812976702
-0.01072982666666667,-0.2012583409869591,-0.2928173618476579
-0.01072714666666667,-0.2029500445882063,-0.2928173618476579
-0.01072446666666667,-0.2049800889097056,-0.2931536362831362
-0.01072178666666667,-0.2070101332312024,-0.2938261851540918
-0.01071910666666667,-0.2100551997134488,-0.2934899107186139
-0.01071642666666667,-0.2120852440349464,-0.2941624595895698
-0.01071374666666667,-0.2147919697969432,-0.2948350084605256
-0.01071106666666667,-0.2174986955589388,-0.2961801062024368
-0.01070838666666667,-0.2191903991601888,-0.2955075573314815
-0.01070570666666667,-0.2208821027614361,-0.2955075573314815
-0.01070302666666667,-0.2225738063626841,-0.2968526550733933
-0.01070034666666667,-0.2246038506841817,-0.2965163806379154
-0.01069766666666667,-0.2283255986069274,-0.2968526550733933
-0.01069498666666667,-0.2293406207676757,-0.2978614783798268
-0.01069230666666667,-0.2327240279701733,-0.2985340272507834
-0.01068962666666667,-0.2350924130119194,-0.299206576121739
-0.01068694666666667,-0.235430753732169,-0.298534027250783
-0.01068426666666667,-0.2388141609346651,-0.299542850557217
-0.01068158666666667,-0.2405058645359131,-0.299542850557217
-0.01067890666666667,-0.2432125902979113,-0.3002153994281732
-0.01067622666666667,-0.2462576567801563,-0.3008879482991288
-0.01067354666666667,-0.248287701101654,-0.3015604971700847
-0.01067086666666667,-0.25167110830415,-0.3015604971700847
-0.01066818666666667,-0.2526861304648987,-0.3022330460410405
-0.01066550666666667,-0.2540394933458966,-0.3018967716055628
-0.01066282666666667,-0.2560695376673958,-0.3032418693474743
-0.01066014666666667,-0.2580995819888925,-0.3029055949119964
-0.01065746666666667,-0.2618213299116381,-0.3039144182184303
-0.01065478666666667,-0.2645280556736349,-0.3045869670893863
-0.01065210666666667,-0.2672347814356317,-0.3049232415248642
-0.01064942666666667,-0.2685881443166295,-0.3055957903958197
-0.01064674666666667,-0.2696031664773797,-0.3049232415248645
-0.01064406666666667,-0.271294870078627,-0.3055957903958201
-0.01064138666666667,-0.274678277281123,-0.305932064831298
-0.01063870666666667,-0.276369980882371,-0.306268339266776
-0.01063602666666667,-0.2794150473646174,-0.3072771625732098
-0.01063334666666667,-0.282121773126613,-0.3079497114441654
-0.01063066666666667,-0.2841518174481119,-0.3076134370086878
-0.01062798666666667,-0.2865202024898591,-0.3086222603151216
-0.01062530666666667,-0.2875352246506079,-0.3082859858796437
-0.01062262666666667,-0.2885502468113568,-0.3082859858796437
-0.01061994666666667,-0.2926103354543502,-0.3092948091860771
-0.01061726666666667,-0.2949787204961,-0.3092948091860779
-0.01061458666666667,-0.2966704240973472,-0.3099673580570335
-0.01061190666666667,-0.299377149859344,-0.3106399069279894
-0.01060922666666667,-0.3020838756213409,-0.3113124557989453
-0.01060654666666667,-0.3024222163415905,-0.3113124557989453
-0.01060386666666667,-0.3051289421035861,-0.3113124557989453
-0.01060118666666667,-0.3064823049845874,-0.3113124557989453
-0.01059850666666667,-0.3102040529073313,-0.3113124557989453
-0.01059582666666667,-0.312234097228829,-0.312993827976335
-0.01059314666666667,-0.3146024822705762,-0.312993827976335
-0.01059046666666667,-0.3176475487528226,-0.3136663768472909
-0.01058778666666667,-0.3190009116338204,-0.3143389257182465
-0.01058510666666667,-0.3200159337945711,-0.3136663768472914
-0.01058242666666667,-0.3227226595565666,-0.3146752001537247
-0.01057974666666667,-0.3244143631578147,-0.3146752001537247
-0.01057706666666667,-0.3274594296400611,-0.3146752001537247
-0.01057438666666667,-0.3294894739615587,-0.3153477490246807
-0.01057170666666667,-0.3328728811640554,-0.3163565723311146
-0.01056902666666667,-0.3342262440450532,-0.3163565723311146
-0.01056634666666667,-0.33693296980705,-0.3166928467665925
-0.01056366666666667,-0.33693296980705,-0.3160202978956366
-0.01056098666666667,-0.3396396955690468,-0.3163565723311146
-0.01055830666666667,-0.3423464213310424,-0.3177016700730257
-0.01055562666666667,-0.3453914878132909,-0.3183742189439822
-0.01055294666666667,-0.3470831914145381,-0.3183742189439822
-0.01055026666666667,-0.3494515764562853,-0.3190467678149381
-0.01054758666666667,-0.3524966429385318,-0.3193830422504161
-0.01054490666666667,-0.3528349836587813,-0.3193830422504161
-0.01054222666666667,-0.3552033687005275,-0.3190467678149383
-0.01053954666666667,-0.3572334130220272,-0.3197193166858944
-0.01053686666666667,-0.3596017980637733,-0.32039186555685
-0.01053418666666667,-0.3626468645460198,-0.3200555911213721
-0.01053150666666667,-0.3650152495877671,-0.3207281399923279
-0.01052882666666667,-0.3677219753497639,-0.3217369632987618
-0.01052614666666667,-0.3683986567902627,-0.3214006888632839
-0.01052346666666667,-0.3697520196712615,-0.3207281399923279
-0.01052078666666667,-0.3724587454332583,-0.3217369632987618
-0.01051810666666667,-0.3748271304750056,-0.3227457866051956
-0.01051542666666667,-0.3785488783977512,-0.3227457866051956
-0.01051274666666667,-0.379902241278749,-0.3230820610406734
-0.01051006666666667,-0.3812556041597492,-0.3230820610406739
-0.01050738666666667,-0.3839623299217448,-0.3237546099116295
-0.01050470666666667,-0.3856540335229929,-0.3240908843471074
-0.01050202666666667,-0.3873457371242409,-0.3244271587825853
-0.01049934666666667,-0.3890374407254888,-0.3240908843471074
-0.01049666666666667,-0.3917441664874844,-0.3244271587825852
-0.01049398666666667,-0.3951275736899824,-0.3257722565244973
-0.01049130666666667,-0.3964809365709802,-0.3261085309599752
-0.01048862666666667,-0.3985109808924777,-0.3254359820890192
-0.01048594666666667,-0.400879365934225,-0.3264448053954531
-0.01048326666666667,-0.4022327288152234,-0.3261085309599752
-0.01048058666666667,-0.4046011138569696,-0.3271173542664085
-0.01047790666666667,-0.4059544767379702,-0.3267810798309309
-0.01047522666666667,-0.4086612024999658,-0.3264448053954531
-0.01047254666666667,-0.4113679282619627,-0.3277899031373649
-0.01046986666666667,-0.4130596318632107,-0.327453628701887
-0.01046718666666667,-0.4154280169049579,-0.3277899031373649
-0.01046450666666667,-0.4181347426669549,-0.3291350008792763
-0.01046182666666667,-0.4184730833872043,-0.3281261775728428
-0.01045914666666667,-0.4215181498694508,-0.3291350008792767
-0.01045646666666667,-0.4242248756314476,-0.3291350008792767
-0.01045378666666667,-0.425578238512446,-0.3298075497502326
-0.01045110666666667,-0.4276082828339428,-0.3298075497502326
-0.01044842666666667,-0.4306533493161908,-0.330143824185711
-0.01044574666666667,-0.4323450529174381,-0.3311526474921445
-0.01044306666666667,-0.4336984157984365,-0.3304800986211885
-0.01044038666666667,-0.4357284601199342,-0.3304800986211885
-0.01043770666666667,-0.4374201637211821,-0.3311526474921445
-0.01043502666666667,-0.4397885487629283,-0.3311526474921445
-0.01043234666666667,-0.443171955965426,-0.3314889219276228
-0.01042966666666667,-0.4445253188464238,-0.3324977452340562
-0.01042698666666667,-0.4468937038881711,-0.3318251963631003
-0.01042430666666667,-0.4472320446084206,-0.3311526474921445
-0.01042162666666667,-0.450277111090667,-0.3328340196695342
-0.01041894666666667,-0.4523071554121638,-0.3335065685404898
-0.01041626666666667,-0.4543371997336623,-0.3324977452340562
-0.01041358666666667,-0.4570439254956591,-0.3331702941050121
-0.01041090666666667,-0.4583972883766575,-0.3335065685404901
-0.01040822666666667,-0.4617806955791536,-0.3345153918469239
-0.01040554666666667,-0.4631340584601514,-0.3338428429759683
-0.01040286666666667,-0.4641490806209023,-0.3335065685404907
-0.01040018666666667,-0.4675324878233968,-0.3348516662824019
-0.01039750666666667,-0.4685475099841456,-0.3348516662824019
-0.01039482666666667,-0.4709158950258928,-0.334179117411446
-0.01039214666666667,-0.4739609615081393,-0.3358604895888357
-0.01038946666666667,-0.4753143243891371,-0.3361967640243135
-0.01038678666666667,-0.4780210501511348,-0.3361967640243135
-0.01038410666666667,-0.4786977315916338,-0.3358604895888357
-0.01038142666666667,-0.4800510944726322,-0.3365330384597917
-0.01037874666666667,-0.4834345016751281,-0.3361967640243136
-0.01037606666666667,-0.4847878645561265,-0.3361967640243136
-0.01037338666666667,-0.4871562495978728,-0.3368693128952692
-0.01037070666666667,-0.4891862939193722,-0.3368693128952696
-0.01036802666666667,-0.4908779975206194,-0.3368693128952696
-0.01036534666666667,-0.4935847232826163,-0.3382144106371814
-0.01036266666666667,-0.494599745443365,-0.3375418617662255
-0.01035998666666667,-0.4973064712053619,-0.3378781362017035
-0.01035730666666667,-0.4986598340863617,-0.3372055873307483
-0.01035462666666667,-0.5017049005686067,-0.3388869595081373
-0.01035194666666667,-0.5027199227293555,-0.3385506850726594
-0.01034926666666667,-0.5054266484913523,-0.3378781362017035
-0.01034658666666667,-0.5071183520926004,-0.3398957828145711
-0.01034390666666667,-0.5105017592950949,-0.3398957828145711
-0.01034122666666667,-0.5108401000153467,-0.3395595083790934
-0.01033854666666667,-0.512531803616594,-0.3398957828145711
-0.01033586666666667,-0.5152385293785908,-0.3392232339436152
-0.01033318666666667,-0.5162535515393396,-0.3398957828145711
-0.01033050666666667,-0.5199752994620853,-0.3402320572500491
-0.01032782666666667,-0.522005343783582,-0.3405683316855269
-0.01032514666666667,-0.5233587066645817,-0.3412408805564826
-0.01032246666666667,-0.5243737288253302,-0.340568331685527
-0.01031978666666667,-0.5267421138670774,-0.340568331685527
-0.01031710666666667,-0.5284338174683254,-0.340568331685527
-0.01031442666666667,-0.5308022025100726,-0.341577154991961
-0.01031174666666667,-0.5328322468315693,-0.341577154991961
-0.01030906666666667,-0.5345239504328182,-0.3412408805564829
-0.01030638666666667,-0.537230676194815,-0.3419134294274389
-0.01030370666666667,-0.5392607205163127,-0.3425859782983948
-0.01030102666666667,-0.5395990612365623,-0.341577154991961
-0.01029834666666667,-0.5423057869985579,-0.3419134294274387
-0.01029566666666667,-0.5446741720403071,-0.3422497038629172
-0.01029298666666667,-0.5463658756415544,-0.3429222527338727
-0.01029030666666667,-0.5487342606833016,-0.3429222527338727
-0.01028762666666667,-0.5514409864452984,-0.3439310760403066
-0.01028494666666667,-0.5524560086060472,-0.3432585271693507
-0.01028226666666667,-0.5538093714870449,-0.3432585271693507
-0.01027958666666667,-0.5558394158085445,-0.3439310760403063
-0.01027690666666667,-0.5585461415705401,-0.3432585271693507
-0.01027422666666667,-0.5609145266122872,-0.3442673504757845
-0.01027154666666667,-0.5612528673325369,-0.3442673504757845
-0.01026886666666667,-0.5639595930945337,-0.3442673504757845
-0.01026618666666667,-0.5663279781362798,-0.3446036249112623
-0.01026350666666667,-0.5673430002970307,-0.3442673504757845
-0.01026082666666667,-0.5693730446185273,-0.3442673504757845
-0.01025814666666667,-0.5707264074995257,-0.3449398993467404
-0.01025546666666667,-0.5724181111007738,-0.3439310760403066
-0.01025278666666667,-0.5758015183032699,-0.3456124482176963
-0.01025010666666667,-0.5768165404640195,-0.3452761737822184
-0.01024742666666667,-0.5788465847855162,-0.3452761737822184
-0.01024474666666667,-0.5805382883867642,-0.3452761737822184
-0.01024206666666667,-0.5822299919880123,-0.3456124482176963
-0.01023938666666667,-0.5835833548690107,-0.3452761737822184
-0.01023670666666667,-0.5859517399107568,-0.345948722653174
-0.01023402666666667,-0.5873051027917576,-0.3456124482176967
-0.01023134666666667,-0.5903501692740027,-0.3462849970886522
-0.01022866666666667,-0.5927185543157499,-0.3459487226531743
-0.01022598666666667,-0.5937335764764988,-0.3469575459596081
-0.01022330666666667,-0.5964403022384956,-0.3469575459596081
-0.01022062666666667,-0.5971169836789945,-0.3462849970886526
-0.01021794666666667,-0.5984703465599943,-0.34662127152413
-0.01021526666666667,-0.6008387316017405,-0.3462849970886522
-0.01021258666666667,-0.6021920944827389,-0.3472938203950861
-0.01020990666666667,-0.6042221388042365,-0.3469575459596081
-0.01020722666666667,-0.6069288645662333,-0.3469575459596081
-0.01020454666666667,-0.6086205681674806,-0.3476300948305637
-0.01020186666666667,-0.6106506124889789,-0.3476300948305641
-0.01019918666666667,-0.6109889532092285,-0.3469575459596081
-0.01019650666666667,-0.6136956789712253,-0.3476300948305641
-0.01019382666666667,-0.6164024047332222,-0.34830264370152
-0.01019114666666667,-0.6170790861737211,-0.3479663692660421
-0.01018846666666667,-0.6197858119357191,-0.3479663692660421
-0.01018578666666667,-0.6218158562572158,-0.34830264370152
-0.01018310666666667,-0.6231692191382142,-0.3486389181369979
-0.01018042666666667,-0.6238459005787135,-0.3472938203950861
-0.01017774666666667,-0.625875944900211,-0.347966369266042
-0.01017506666666667,-0.6285826706622067,-0.347966369266042
-0.01017238666666667,-0.630612714983706,-0.34830264370152
-0.01016970666666667,-0.6316277371444543,-0.34830264370152
-0.01016702666666667,-0.6339961221862016,-0.3493114670079538
-0.01016434666666667,-0.6356878257874495,-0.3486389181369979
-0.01016166666666667,-0.6377178701089472,-0.34830264370152
-0.01015898666666667,-0.6377178701089472,-0.34830264370152
-0.01015630666666667,-0.6417779587519425,-0.3493114670079533
-0.01015362666666667,-0.6421162994721921,-0.34830264370152
-0.01015094666666667,-0.6444846845139393,-0.3493114670079538
-0.01014826666666667,-0.6465147288354369,-0.3493114670079538
-0.01014558666666667,-0.6482064324366849,-0.3489751925724759
-0.01014290666666667,-0.6505748174784325,-0.3493114670079536
-0.01014022666666667,-0.6512514989189313,-0.3489751925724759
-0.01013754666666667,-0.6519281803594306,-0.3486389181369979
-0.01013486666666667,-0.6546349061214274,-0.3496477414434318
-0.01013218666666667,-0.6573416318834242,-0.3493114670079538
-0.01012950666666667,-0.6583566540441725,-0.3496477414434316
-0.01012682666666667,-0.6600483576454221,-0.3496477414434318
-0.01012414666666667,-0.6624167426871682,-0.3496477414434318
-0.01012146666666667,-0.6641084462884163,-0.3496477414434318
-0.01011878666666667,-0.6647851277289154,-0.3499840158789097
-0.01011610666666667,-0.6664768313301634,-0.3493114670079538
-0.01011342666666667,-0.6681685349314107,-0.3493114670079538
-0.01011074666666667,-0.6705369199731595,-0.3506565647498653
-0.01010806666666667,-0.6722286235744067,-0.3499840158789097
-0.01010538666666667,-0.6742586678959044,-0.3503202903143876
-0.01010270666666667,-0.6762887122174019,-0.3499840158789097
-0.01010002666666667,-0.6773037343781507,-0.3509928391853435
-0.01009734666666667,-0.6783187565388992,-0.3496477414434324
-0.01009466666666667,-0.6803488008603972,-0.3506565647498656
-0.01009198666666667,-0.6817021637413956,-0.3496477414434318
-0.01008930666666667,-0.6850855709438917,-0.3506565647498656
-0.01008662666666667,-0.6854239116641413,-0.3506565647498656
-0.01008394666666667,-0.687453955985638,-0.3506565647498656
-0.01008126666666667,-0.6888073188666382,-0.3503202903143878
-0.01007858666666667,-0.6908373631881349,-0.3506565647498656
-0.01007590666666667,-0.6925290667893829,-0.3503202903143876
-0.01007322666666667,-0.6942207703906309,-0.3503202903143876
