#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B2F9A0
#Date Time: 2024-09-04 00:36:07.235
#Sample rate: 1e+08Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 450 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 220 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 kHz
#Period: 10 us
#Amplitude: 2 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

#
Time (s),Channel 1 (V),Channel 2 (V)
-3.745e-05,2.013858354487192,0.97796372982352
-3.744e-05,2.012504991606195,0.9772911809525657
-3.743e-05,2.014535035927692,0.9793088275654335
-3.742e-05,2.012843332326443,0.9806539253073454
-3.741e-05,2.0091215844037,0.9809901997428231
-3.74e-05,2.011489969445446,0.9819990230492571
-3.739e-05,2.00810656224295,0.9813264741783012
-3.738e-05,2.005061495760704,0.9830078463556909
-3.737e-05,2.00742988080245,0.9833441207911688
-3.736e-05,2.007091540082201,0.982335297484735
-3.735e-05,2.005061495760704,0.9840166696621249
-3.734e-05,2.001001407117708,0.983344120791169
-3.733e-05,2.001678088558207,0.9843529440976031
-3.732e-05,1.999648044236709,0.9850254929685587
-3.731e-05,1.994911274153215,0.9830078463556909
-3.73e-05,1.995249614873465,0.983344120791169
-3.729e-05,1.995249614873464,0.9856980418395141
-3.728e-05,1.993219570551967,0.9846892185330807
-3.727e-05,1.989497822629221,0.9853617674040366
-3.726e-05,1.985776074706476,0.9840166696621249
-3.725e-05,1.984422711825478,0.9843529440976029
-3.724e-05,1.984761052545727,0.9846892185330806
-3.723e-05,1.980700963902732,0.9843529440976028
-3.722e-05,1.979347601021733,0.9836803952266469
-3.721e-05,1.976979215979986,0.9856980418395146
-3.72e-05,1.973595808777492,0.9853617674040367
-3.719e-05,1.973257468057241,0.9840166696621249
-3.718e-05,1.967505675812997,0.9816627486137791
-3.717e-05,1.967844016533247,0.9830078463556909
-3.716e-05,1.965137290771251,0.9836803952266465
-3.715e-05,1.961077202128255,0.9816627486137791
-3.714e-05,1.959385498527007,0.9819990230492571
-3.713e-05,1.956002091324511,0.9816627486137791
-3.712e-05,1.952280343401764,0.9799813764363894
-3.711e-05,1.950588639800517,0.9799813764363894
-3.71e-05,1.945851869717023,0.9809901997428232
-3.709e-05,1.944836847556274,0.9803176508718674
-3.708e-05,1.939761736752527,0.9799813764363881
-3.707e-05,1.935024966669038,0.9769549065170892
-3.706e-05,1.932318240907039,0.9789725531299556
-3.705e-05,1.93062653730579,0.9776274553880437
-3.704e-05,1.925213085781797,0.975946083210654
-3.703e-05,1.9231830414603,0.974264711033265
-3.702e-05,1.918784612097054,0.9749372599042201
-3.701e-05,1.915062864174309,0.9739284365977863
-3.7e-05,1.912694479132562,0.9732558877268304
-3.699e-05,1.905927664727573,0.9705656922430079
-3.698e-05,1.899837531763077,0.9698931433720508
-3.697e-05,1.898484168882078,0.9695568689365729
-3.696e-05,1.896115783840331,0.968884320065617
-3.695e-05,1.890702332316334,0.9668666734527481
-3.694e-05,1.882920495750597,0.9645127524044036
-3.693e-05,1.8802137699886,0.9648490268398816
-3.692e-05,1.877168703506353,0.9641764779689257
-3.691e-05,1.871078570541858,0.9611500080496242
-3.69e-05,1.865665119017869,0.9614862824851019
-3.689e-05,1.864311756136868,0.9591323614367564
-3.688e-05,1.858559963892625,0.9581235381303226
-3.687e-05,1.851454808767381,0.9561058915174548
-3.686e-05,1.846041357243392,0.9561058915174548
-3.685e-05,1.843334631481393,0.9557696170819768
-3.684e-05,1.839274542838398,0.9537519704691092
-3.683e-05,1.833861091314404,0.9510617749852855
-3.682e-05,1.827094276909415,0.95038922611433
-3.681e-05,1.823710869706916,0.9493804028078958
-3.68e-05,1.818297418182922,0.9466902073240722
-3.679e-05,1.813222307379178,0.9450088351466824
-3.678e-05,1.80882387801593,0.9436637374047695
-3.677e-05,1.802057063610941,0.941309816356425
-3.676e-05,1.796643612086948,0.9392921697435572
-3.675e-05,1.789876797681956,0.9379470720016454
-3.674e-05,1.78446334615796,0.934920602082344
-3.673e-05,1.77972657607447,0.9352568765178217
-3.672e-05,1.774313124550474,0.933575504340432
-3.671e-05,1.766869628704983,0.9305490344211305
-3.67e-05,1.759426132859489,0.9285313878082622
-3.669e-05,1.754689362775999,0.9271862900663517
-3.668e-05,1.748260889091254,0.9231509968406155
-3.667e-05,1.741832415406512,0.920460801356792
-3.666e-05,1.73472726028127,0.9184431547439242
-3.665e-05,1.730667171638277,0.9177706058729687
-3.664e-05,1.723223675792784,0.913735312647233
-3.663e-05,1.715103498506793,0.9103725682924534
-3.662e-05,1.708336684101801,0.9100362938569755
-3.661e-05,1.702923232577804,0.9066735495021948
-3.66e-05,1.695141396012067,0.9043196284538503
-3.659e-05,1.687697900166576,0.9029745307119385
-3.658e-05,1.680931085761583,0.899275511921681
-3.657e-05,1.670442523433844,0.8969215908733345
-3.656e-05,1.66773579767185,0.8949039442604685
-3.655e-05,1.65826225750486,0.8928862976475999
-3.654e-05,1.652172124540367,0.8878421811154307
-3.653e-05,1.645066969415122,0.8891872788573393
-3.652e-05,1.636608451408889,0.8824617901477865
-3.651e-05,1.629164955563394,0.8807804179703936
-3.65e-05,1.620706437557154,0.87809022248657
-3.649e-05,1.614616304592661,0.8760725758737024
-3.648e-05,1.607849490187672,0.8740549292608355
-3.647e-05,1.59803760930043,0.8690108127286653
-3.646e-05,1.591270794895439,0.8676657149867535
-3.645e-05,1.582812276889198,0.8656480683738859
-3.644e-05,1.573000396001957,0.8622853240191047
-3.643e-05,1.566910263037467,0.8589225796643267
-3.642e-05,1.559466767191976,0.8555598353095473
-3.641e-05,1.552361612066734,0.8538784631321575
-3.64e-05,1.541534709018743,0.8495068954709425
-3.639e-05,1.533752872453006,0.8458078766806867
-3.638e-05,1.528001080208763,0.8441265045032968
-3.637e-05,1.520895925083521,0.8400912112775615
-3.636e-05,1.510745703476029,0.8360559180518242
-3.635e-05,1.502287185469797,0.8320206248260925
-3.634e-05,1.493151986023054,0.829666703777745
-3.633e-05,1.485708490177562,0.8256314105520095
-3.632e-05,1.475558268570074,0.82226866619723
-3.631e-05,1.467099750563838,0.818905921842452
-3.63e-05,1.462701321200589,0.8162157263586269
-3.629e-05,1.450521055271604,0.8135255308748033
-3.628e-05,1.442739218705863,0.8078088654716781
-3.627e-05,1.431912315657872,0.8044461211168979
-3.626e-05,1.425145501252883,0.8031010233749868
-3.625e-05,1.414995279645395,0.7980569068428175
-3.624e-05,1.404506717317658,0.7960392602299498
-3.623e-05,1.396724880751913,0.7909951436977795
-3.622e-05,1.388943044186176,0.7886412226494348
-3.621e-05,1.377439459697689,0.7839333805527435
-3.62e-05,1.369319282411699,0.7815794595043979
-3.619e-05,1.361199105125704,0.7761990685367495
-3.618e-05,1.352063905678973,0.7735088730529283
-3.617e-05,1.343605387672729,0.7691373053917137
-3.616e-05,1.331763462463993,0.76644710990789
-3.615e-05,1.323643285178002,0.7624118166821546
-3.614e-05,1.312478041409771,0.7593853467628544
-3.613e-05,1.301989479082028,0.7540049557952059
-3.612e-05,1.295561005397285,0.7506422114404263
-3.611e-05,1.286087465230296,0.7462706437792129
-3.61e-05,1.275260562182314,0.7425716249889571
-3.609e-05,1.264771999854571,0.738872606198698
-3.608e-05,1.256313481848331,0.7341647641020067
-3.607e-05,1.247178282401592,0.7301294708762712
-3.606e-05,1.23668972007385,0.7260941776505339
-3.605e-05,1.226539498466366,0.7217226099893225
-3.604e-05,1.21469757325763,0.7190324145054988
-3.603e-05,1.203532329489393,0.7136520235378516
-3.602e-05,1.193043767161651,0.7075990836992481
-3.601e-05,1.183908567714921,0.7065902603928151
-3.6e-05,1.176126731149175,0.6998647716832556
-3.599e-05,1.164284805940439,0.6954932040220423
-3.598e-05,1.155149606493695,0.6911216363608268
-3.597e-05,1.143984362725468,0.6864137942641396
-3.596e-05,1.132819118957226,0.6820422266029241
-3.595e-05,1.121992215909239,0.6790157566836226
-3.594e-05,1.110488631420752,0.6732990912804975
-3.593e-05,1.099323387652521,0.6689275236192861
-3.592e-05,1.091879891807024,0.6638834070871148
-3.591e-05,1.081391329479287,0.6574941928130337
-3.59e-05,1.07022608571105,0.6537951740227762
-3.589e-05,1.060414204823805,0.6504324296679932
-3.588e-05,1.047557257454326,0.6426981176520038
-3.587e-05,1.037068695126588,0.6420255687810479
-3.586e-05,1.026580132798851,0.6359726289424448
-3.585e-05,1.015076548310359,0.6309285124102735
-3.584e-05,1.003234623101634,0.6265569447490641
-3.583e-05,0.9917310386131418,0.6211765537814149
-3.582e-05,0.9809041355651544,0.6168049861202015
-3.581e-05,0.9687238696361647,0.612097144023509
-3.58e-05,0.9599270109096831,0.6094069485396878
-3.579e-05,0.9494384485819414,0.6026814598301276
